Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.5-23.54.187.27-57123-80-6,192.168.10.5,57123,23.54.187.27,80,6,4/7/2017 1:33,36649343,7,8,433,1811.0,430,0,61.85714286,162.3365112,1460,0,226.375,513.3692454,61.22892844,0.409284281,2617810.214,4345514.357,10000000.0,51.0,30200000.0,5031076.167,5462544.667,10000000.0,288.0,36600000.0,5232223.286,5022959.303,10000000.0,147.0,0,0,0,0,152,208,0.190999331,0.21828495,0,1460,140.25,376.3848208,141665.5333,0,0,0,1,0,0,0,0,1,149.6,61.85714286,226.375,152,0,0,0,0,0,0,7,433,8,1811,8192,946,4,20,62557.66667,61732.28563,133801.0,24895.0,9999594.667,2981.900457,10000000.0,9996156.0,BENIGN
192.168.10.5-80.82.201.86-57188-443-6,80.82.201.86,443,192.168.10.5,57188,6,4/7/2017 1:33,999451,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.001098603,999451.0,0.0,999451.0,999451.0,999451.0,999451.0,0.0,999451.0,999451.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2.001098603,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,4970,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.5-53-51956-17,192.168.10.5,51956,192.168.10.3,53,17,4/7/2017 1:33,31994,2,2,80,238.0,40,40,40.0,0.0,119,119,119.0,0.0,9939.363631,125.0234419,10664.66667,18390.33812,31900.0,47.0,47.0,47.0,0.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,40,40,62.51172095,62.51172095,40,119,71.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,89.5,40.0,119.0,40,0,0,0,0,0,0,2,80,2,238,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.5-53-53720-17,192.168.10.5,53720,192.168.10.3,53,17,4/7/2017 1:33,154,2,2,88,200.0,44,44,44.0,0.0,100,100,100.0,0.0,1870129.87,25974.02597,51.33333333,82.85127237,147.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,12987.01299,12987.01299,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,64,0,0,0,0,0,0,2,88,2,200,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
151.101.20.166-192.168.10.17-443-55807-6,151.101.20.166,443,192.168.10.17,55807,6,4/7/2017 1:34,202,2,1,31,0.0,31,0,15.5,21.92031022,0,0,0.0,0.0,153465.3465,14851.48515,101.0,25.45584412,119.0,83.0,202.0,202.0,0.0,202.0,202.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9900.990099,4950.49505,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,63,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-192.168.10.50-56179-32780-6,192.168.10.25,56179,192.168.10.50,32780,6,4/7/2017 1:34,36947,20,14,19897,0.0,1448,0,994.85,630.7562107,0,0,0.0,0.0,538528.162,920.2370964,1119.606061,5205.069524,29275.0,0.0,36947.0,1944.578947,6817.1187,29275.0,1.0,29576.0,2275.076923,8173.477447,29478.0,0.0,0,0,0,0,664,464,541.315939,378.9211573,0,1448,568.4857143,686.9066368,471840.7277,0,0,0,1,0,0,0,0,0,585.2058824,994.85,0.0,664,0,0,0,0,0,0,20,19897,14,0,65535,362,15,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.15-53-49456-17,192.168.10.15,49456,192.168.10.3,53,17,4/7/2017 1:34,91637,4,2,192,612.0,48,48,48.0,0.0,306,306,306.0,0.0,8773.748595,65.47573578,18327.4,32488.41797,75000.0,3.0,16634.0,5544.666667,9597.582213,16627.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,80,40,43.65049052,21.82524526,48,306,121.7142857,125.8911094,15848.57143,0,0,0,0,0,0,0,0,0,142.0,48.0,306.0,80,0,0,0,0,0,0,4,192,2,612,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-104.84.148.123-56203-443-6,192.168.10.25,56203,104.84.148.123,443,6,4/7/2017 1:35,231,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17316.01732,77.0,103.2860107,195.0,3.0,231.0,115.5,159.0990258,228.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,32,12987.01299,4329.004329,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,0,0,0,3,0,1,0,0,1022,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-54.192.37.10-56194-443-6,192.168.10.25,56194,54.192.37.10,443,6,4/7/2017 1:35,307636,21,50,887,67984.0,405,0,42.23809524,103.9768747,2896,0,1359.68,534.7147033,223871.7185,230.792235,4394.8,12915.49618,78070.0,1.0,307636.0,15381.8,21325.10669,78070.0,1.0,226222.0,4616.77551,16993.22915,109819.0,49.0,0,0,0,0,684,1608,68.26249204,162.5297429,0,2896,956.5416667,758.2621335,574961.463,0,0,0,1,0,0,0,0,2,970.0140845,42.23809524,1359.68,684,0,0,0,0,0,0,21,887,50,67984,65535,122,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.50-53-51410-17,192.168.10.50,51410,192.168.10.3,53,17,4/7/2017 1:35,157,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,585987.2611,25477.70701,52.33333333,84.58329228,150.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12738.8535,12738.8535,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-216.38.80.71-54538-443-6,192.168.10.14,54538,216.38.80.71,443,6,4/7/2017 1:35,9015410,3,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.332763568,4507705.0,2110457.769,6000024.0,3015386.0,9015410.0,4507705.0,2110457.769,6000024.0,3015386.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,92,0,0.332763568,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3015386.0,0.0,3015386.0,3015386.0,6000024.0,0.0,6000024.0,6000024.0,BENIGN
192.168.10.8-54.230.36.106-53180-443-6,54.230.36.106,443,192.168.10.8,53180,6,4/7/2017 1:35,3168,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,631.3131313,3168.0,0.0,3168.0,3168.0,3168.0,3168.0,0.0,3168.0,3168.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,631.3131313,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.50-53-28600-17,192.168.10.50,28600,192.168.10.3,53,17,4/7/2017 1:35,227,2,2,46,46.0,23,23,23.0,0.0,23,23,23.0,0.0,405286.3436,17621.14537,75.66666667,129.3264603,225.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,8810.572687,8810.572687,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
162.213.33.50-192.168.10.51-443-39675-6,192.168.10.51,39675,162.213.33.50,443,6,4/7/2017 1:35,97883,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.43255724,97883.0,0.0,97883.0,97883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.21627862,10.21627862,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.19-59.151.5.5-58341-443-6,192.168.10.19,58341,59.151.5.5,443,6,4/7/2017 1:36,5540250,9,6,375,3875.0,182,0,41.66666667,74.75292636,1460,0,645.8333333,680.1424606,767.1133974,2.70745905,395732.1429,1243880.69,4700599.0,1.0,5540250.0,692531.25,1625359.91,4700599.0,3.0,537953.0,107590.6,144802.6217,268896.0,48.0,0,0,0,0,200,132,1.62447543,1.08298362,0,1460,265.625,499.7996765,249799.7167,0,0,0,1,0,0,0,0,0,283.3333333,41.66666667,645.8333333,200,0,0,0,0,0,0,9,375,6,3875,29200,33,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-54.192.37.234-56217-443-6,54.192.37.234,443,192.168.10.25,56217,6,4/7/2017 1:36,49,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
157.255.128.11-192.168.10.19-443-38692-6,192.168.10.19,38692,157.255.128.11,443,6,4/7/2017 1:36,15095059,30,30,2596,6068.0,933,0,86.53333333,242.4913412,3062,0,202.2666667,631.5638463,573.9626457,3.974810565,255848.4576,1586481.848,12200000.0,1.0,2884525.0,99466.37931,142043.9327,431986.0,1.0,14700000.0,508469.1034,2256474.067,12200000.0,1.0,0,0,0,0,716,624,1.987405283,1.987405283,0,3062,142.0327869,474.2361566,224899.9322,0,0,0,1,0,0,0,0,1,144.4,86.53333333,202.2666667,716,0,0,0,0,0,0,30,2596,30,6068,29200,131,6,20,2884525.0,0.0,2884525.0,2884525.0,12200000.0,0.0,12200000.0,12200000.0,BENIGN
192.168.10.19-121.31.30.142-38829-443-6,192.168.10.19,38829,121.31.30.142,443,6,4/7/2017 1:36,15590072,22,24,642,4970.0,374,0,29.18181818,87.79176464,1602,0,207.0833333,506.1775695,359.97268,2.950595738,346446.0444,2099151.44,14100000.0,1.0,15600000.0,742376.9048,3082056.287,14200000.0,1.0,15200000.0,661726.2174,2931615.496,14100000.0,1.0,0,0,0,0,532,492,1.411154483,1.539441255,0,1602,119.4042553,373.9524301,139840.42,0,0,0,1,0,0,0,0,1,122.0,29.18181818,207.0833333,532,0,0,0,0,0,0,22,642,24,4970,29200,131,3,20,1484982.0,0.0,1484982.0,1484982.0,14100000.0,0.0,14100000.0,14100000.0,BENIGN
192.168.10.3-192.168.10.19-53-55427-17,192.168.10.19,55427,192.168.10.3,53,17,4/7/2017 1:36,224,2,2,66,166.0,33,33,33.0,0.0,83,83,83.0,0.0,1035714.286,17857.14286,74.66666667,86.40794717,171.0,4.0,4.0,4.0,0.0,4.0,4.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,80,80,8928.571429,8928.571429,33,83,53.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,66.25,33.0,83.0,80,0,0,0,0,0,0,2,66,2,166,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.50-192.168.10.51-22-56132-6,192.168.10.51,56132,192.168.10.50,22,6,4/7/2017 1:37,1310920,41,42,2728,6634.0,456,0,66.53658537,110.1299454,976,0,157.952381,319.1214275,7141.549446,63.31431361,15986.82927,106015.5325,955786.0,0.0,1310920.0,32773.0,159102.3732,997496.0,1.0,355018.0,8658.97561,20565.86957,95335.0,1.0,0,0,0,0,1328,1360,31.27574528,32.03856833,0,976,111.452381,241.6427915,58391.23867,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.16-53-1506-17,192.168.10.16,1506,192.168.10.3,53,17,4/7/2017 1:37,226,2,2,64,204.0,32,32,32.0,0.0,102,102,102.0,0.0,1185840.708,17699.11504,75.33333333,123.5529576,218.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,8849.557522,8849.557522,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-72.21.91.29-55520-80-6,192.168.10.15,55520,72.21.91.29,80,6,4/7/2017 1:38,115354038,16,14,447,796.0,436,0,27.9375,108.8175652,796,0,56.85714286,212.7399486,10.77552222,0.260068919,3977725.448,4876405.884,10000000.0,48.0,115000000.0,7690269.2,4162225.808,10000000.0,91.0,110000000.0,8485118.0,3760271.215,10000000.0,853.0,0,0,0,0,332,424,0.138703424,0.121365496,0,796,40.09677419,160.6116133,25796.09032,0,0,0,1,0,0,0,0,0,41.43333333,27.9375,56.85714286,332,0,0,0,0,0,0,16,447,14,796,8192,288,12,20,30518.63636,22759.35127,99140.0,23520.0,9997354.182,16108.92768,10000000.0,9949696.0,BENIGN
192.168.10.3-192.168.10.5-53-56220-17,192.168.10.5,56220,192.168.10.3,53,17,4/7/2017 1:38,31820,4,2,168,194.0,42,42,42.0,0.0,97,97,97.0,0.0,11376.49277,188.5606537,6364.0,13325.02529,30169.0,1.0,30173.0,10057.66667,17416.9256,30169.0,1.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,104,40,125.7071025,62.85355123,42,97,57.71428571,26.83725201,720.2380952,0,0,0,0,0,0,0,0,0,67.33333333,42.0,97.0,104,0,0,0,0,0,0,4,168,2,194,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62010-17,192.168.10.3,62010,192.168.10.1,53,17,4/7/2017 1:38,515,1,1,49,77.0,49,49,49.0,0.0,77,77,77.0,0.0,244660.1942,3883.495146,515.0,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1941.747573,1941.747573,49,77,58.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,87.5,49.0,77.0,32,0,0,0,0,0,0,1,49,1,77,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62236-17,192.168.10.3,62236,192.168.10.1,53,17,4/7/2017 1:38,30416,1,1,54,70.0,54,54,54.0,0.0,70,70,70.0,0.0,4076.801683,65.75486586,30416.0,0.0,30416.0,30416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,32.87743293,32.87743293,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,20,0,0,0,0,0,0,1,54,1,70,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-72.21.91.29-55522-80-6,192.168.10.15,55522,72.21.91.29,80,6,4/7/2017 1:38,5659052,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.706832169,1886350.667,3246595.428,5635171.0,47.0,5659052.0,2829526.0,3967781.21,5635171.0,23881.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.530124127,0.176708042,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,72,0,0,0,0,0,0,3,0,1,0,8192,65535,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-72.167.239.239-55573-80-6,192.168.10.15,55573,72.167.239.239,80,6,4/7/2017 1:38,2382,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,839.6305626,2382.0,0.0,2382.0,2382.0,2382.0,2382.0,0.0,2382.0,2382.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,839.6305626,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,63586,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60257-17,192.168.10.3,60257,192.168.10.1,53,17,4/7/2017 1:38,30226,1,1,49,81.0,49,49,49.0,0.0,81,81,81.0,0.0,4300.932972,66.16819956,30226.0,0.0,30226.0,30226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,33.08409978,33.08409978,49,81,59.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,89.5,49.0,81.0,20,0,0,0,0,0,0,1,49,1,81,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-53-61513-17,192.168.10.14,61513,192.168.10.3,53,17,4/7/2017 1:39,152,2,2,102,134.0,51,51,51.0,0.0,67,67,67.0,0.0,1552631.579,26315.78947,50.66666667,81.69659316,145.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,13157.89474,13157.89474,51,67,57.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,71.75,51.0,67.0,40,0,0,0,0,0,0,2,102,2,134,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.5.227-192.168.10.8-443-53252-6,192.168.10.8,53252,172.217.5.227,443,6,4/7/2017 1:39,4172648,5,1,123,46.0,46,0,24.6,23.27659769,46,46,46.0,0.0,40.50185877,1.437935814,834529.6,1732450.868,3930571.0,1.0,4172648.0,1043162.0,1927986.969,3930571.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,20,1.198279845,0.239655969,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,16560,395,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60174-17,192.168.10.3,60174,192.168.10.1,53,17,4/7/2017 1:39,30685,1,1,48,128.0,48,48,48.0,0.0,128,128,128.0,0.0,5735.701483,65.17842594,30685.0,0.0,30685.0,30685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,32.58921297,32.58921297,48,128,74.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,112.0,48.0,128.0,20,0,0,0,0,0,0,1,48,1,128,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-7999-17,192.168.10.17,7999,192.168.10.3,53,17,4/7/2017 1:40,169,2,2,74,154.0,37,37,37.0,0.0,77,77,77.0,0.0,1349112.426,23668.63905,56.33333333,57.57024695,118.0,4.0,4.0,4.0,0.0,4.0,4.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,80,80,11834.31953,11834.31953,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,80,0,0,0,0,0,0,2,74,2,154,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.16-53-1979-17,192.168.10.16,1979,192.168.10.3,53,17,4/7/2017 1:40,31383,2,2,94,196.0,47,47,47.0,0.0,98,98,98.0,0.0,9240.671701,127.4575407,10461.0,18114.65338,31378.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,63.72877035,63.72877035,47,98,67.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,64,0,0,0,0,0,0,2,94,2,196,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-53-47857-17,192.168.10.12,47857,192.168.10.3,53,17,4/7/2017 1:40,31141,2,2,70,102.0,35,35,35.0,0.0,51,51,51.0,0.0,5523.265149,128.4480267,10380.33333,17972.33653,31133.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,64.22401336,64.22401336,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-79.127.127.5-56362-443-6,192.168.10.25,56362,79.127.127.5,443,6,4/7/2017 1:41,49,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.32653,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-216.58.218.228-55538-443-6,216.58.218.228,443,192.168.10.15,55538,6,4/7/2017 1:41,4,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,416,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-53-54573-17,192.168.10.12,54573,192.168.10.3,53,17,4/7/2017 1:41,181,2,2,62,144.0,31,31,31.0,0.0,72,72,72.0,0.0,1138121.547,22099.44751,60.33333333,102.7683479,179.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,88,88,11049.72376,11049.72376,31,72,47.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,59.25,31.0,72.0,88,0,0,0,0,0,0,2,62,2,144,-1,-1,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60071-17,192.168.10.3,60071,192.168.10.1,53,17,4/7/2017 1:41,12484593,2,2,124,172.0,62,62,62.0,0.0,94,78,86.0,11.3137085,23.70922304,0.320394906,4161531.0,7154091.242,12400000.0,30776.0,12500000.0,12500000.0,0.0,12500000.0,12500000.0,12500000.0,12500000.0,0.0,12500000.0,12500000.0,0,0,0,0,72,64,0.160197453,0.160197453,62,94,71.6,14.31083506,204.8,0,0,0,0,0,0,0,0,1,89.5,62.0,86.0,72,0,0,0,0,0,0,2,124,2,172,-1,-1,1,32,30776.0,0.0,30776.0,30776.0,12400000.0,0.0,12400000.0,12400000.0,BENIGN
192.168.10.3-192.168.10.12-53-56368-17,192.168.10.12,56368,192.168.10.3,53,17,4/7/2017 1:41,253147,2,2,78,160.0,39,39,39.0,0.0,80,80,80.0,0.0,940.1652005,15.80109581,84382.33333,146150.1585,253142.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,7.900547903,7.900547903,39,80,55.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,69.25,39.0,80.0,64,0,0,0,0,0,0,2,78,2,160,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-216.58.219.238-55527-443-6,192.168.10.15,55527,216.58.219.238,443,6,4/7/2017 1:41,4008244,5,1,123,46.0,46,0,24.6,23.27659769,46,46,46.0,0.0,42.16310185,1.496914858,801648.8,1735901.384,3906656.0,3.0,4008244.0,1002061.0,1936858.631,3906656.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,20,1.247429049,0.24948581,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,3529,627,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.25-79.127.127.5-56365-443-6,192.168.10.25,56365,79.127.127.5,443,6,4/7/2017 1:41,725073,11,6,658,2052.0,421,0,59.81818182,127.2696493,1637,0,342.0,644.0121117,3737.554701,23.4459151,45317.0625,95300.65943,239026.0,4.0,725073.0,72507.3,114566.5809,239447.0,4.0,479992.0,95998.4,129956.1649,239612.0,254.0,0,0,0,0,364,200,15.17088624,8.275028859,0,1637,150.5555556,388.7288821,151110.1438,0,0,0,1,0,0,0,0,0,159.4117647,59.81818182,342.0,364,0,0,0,0,0,0,11,658,6,2052,65535,243,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
